,types
26088,['Creature']
26090,['Card']
26091,['Enchantment']
26093,['Creature']
26094,['Planeswalker']
26101,['Creature']
26105,['Creature']
26106,['Creature']
26112,['Creature']
26113,['Artifact' 'Creature']
26115,['Land']
26128,['Artifact']
26131,['Enchantment']
26136,['Token' 'Creature']
26137,['Vanguard']
26139,['Phenomenon']
26140,['Creature']
26142,['Land']
26143,['Creature']
26144,['Sorcery']
26145,['Creature']
26150,['Creature']
26152,['Instant']
26158,['Artifact']
26159,['Creature']
26161,['Card']
26162,['Creature']
26163,['Creature']
26165,['Creature']
26166,['Token' 'Creature']
26168,['Land']
26169,['Creature']
26170,['Instant']
26171,['Creature']
26173,['Creature']
26176,['Card']
26179,['Creature']
26180,['Instant']
26182,['Creature']
26184,['Creature']
26187,['Instant']
26188,['Creature']
26197,['Creature']
26205,['Sorcery']
26206,['Creature']
26207,['Creature']
26214,['Instant']
26218,['Creature']
26225,['Creature']
26230,['Creature']
26239,['Creature']
26241,['Creature']
26249,['Creature']
26253,['Sorcery']
26255,['Enchantment']
26258,['Instant']
26263,['Enchantment']
26267,['Sorcery']
26270,['Sorcery']
26271,['Creature']
26280,['Instant']
26283,['Instant']
26284,['Creature']
26289,['Instant']
26292,['Creature']
26298,['Instant']
26299,['Artifact' 'Creature']
26301,['Creature']
26302,['Creature']
26304,['Creature']
26309,['Land']
26312,['Artifact']
26313,['Instant']
26318,['Sorcery']
26321,['Creature']
26327,['Creature']
26329,['Enchantment']
26330,['Creature']
26334,['Creature']
26335,['Instant']
26343,['Creature']
26344,['Creature']
26346,['Enchantment']
26348,['Enchantment']
26350,['Card']
26356,['Creature']
26358,['Creature']
26364,['Creature']
26365,['Enchantment']
26367,['Creature']
26369,['Creature']
26371,['Card']
26373,['Creature']
26376,['Sorcery']
26379,['Creature']
26381,['Creature']
26382,['Creature']
26387,['Creature']
26388,['Instant']
26394,['Instant']
26395,['Creature']
26397,['Creature']
26398,['Sorcery']
26402,['Sorcery']
26403,['Land']
26405,['Artifact']
26412,['Sorcery']
26414,['Creature']
26420,['Planeswalker']
26422,['Artifact']
26423,['Instant']
26430,['Artifact']
26432,['Instant']
26434,['Land']
26435,['Creature']
26439,['Sorcery']
26446,['Plane']
26447,['Creature']
26455,['Creature']
26456,['Creature']
26457,['Creature']
26459,['Artifact']
26463,['Sorcery']
26465,['Creature']
26468,['Creature']
26469,['Token' 'Creature']
26472,['Sorcery']
26473,['Instant']
26475,['Creature']
26480,['Creature']
26481,['Creature']
26483,['Creature']
26486,['Creature']
26491,['Creature']
26493,['Sorcery']
26494,['Enchantment']
26496,['Enchantment']
26501,['Land']
26502,['Creature']
26504,['Artifact']
26506,['Creature']
26507,['Sorcery']
26512,['Instant']
26515,['Creature']
26516,['Instant']
26518,['Enchantment']
26524,['Sorcery']
26527,['Creature']
26528,['Sorcery']
26531,['Land']
26533,['Enchantment']
26534,['Creature']
26538,['Artifact' 'Creature']
26541,['Vanguard']
26542,['Creature']
26543,['Creature']
26544,['Enchantment']
26545,['Sorcery']
26546,['Token' 'Artifact']
26552,['Creature']
26553,['Sorcery']
26558,['Sorcery']
26561,['Instant']
26563,['Sorcery']
26567,['Instant']
26569,['Sorcery']
26570,['Sorcery']
26571,['Sorcery']
26578,['Sorcery']
26579,['Creature']
26583,['Instant']
26589,['Creature']
26595,['Creature']
26596,['Creature']
26598,['Creature']
26599,['Creature']
26600,['Card']
26606,['Creature']
26610,['Creature']
26613,['Instant']
26615,['Artifact' 'Creature']
26621,['Creature']
26626,['Artifact']
26627,['Creature']
26630,['Sorcery']
26632,['Artifact']
26635,['Instant']
26639,['Land']
26646,['Scheme']
26648,['Creature']
26651,['Creature']
26652,['Artifact' 'Creature']
26653,['Creature']
26654,['Card']
26662,['Instant']
26667,['Instant']
26669,['Creature']
26672,['Creature']
26674,['Enchantment']
26679,['Sorcery']
26681,['Creature']
26683,['Instant']
26684,['Instant']
26687,['Enchantment']
26689,['Enchantment']
26691,['Artifact']
26695,['Artifact' 'Creature']
26700,['Card']
26702,['Creature']
26705,['Enchantment']
26709,['Creature']
26711,['Creature']
26719,['Creature']
26721,['Enchantment']
26725,['Sorcery']
26729,['Artifact']
26731,['Enchantment']
26739,['Card']
26742,['Creature']
26743,['Creature']
26747,['Instant']
26749,['Artifact']
26750,['Creature']
26754,['Land']
26759,['Creature']
26764,['Land']
26771,['Creature']
26772,['Enchantment']
26773,['Instant']
26776,['Creature']
26779,['Enchantment']
26781,['Creature']
26790,['Artifact' 'Creature']
26795,['Artifact']
26800,['Instant']
26802,['Card']
26806,['Enchantment']
26809,['Creature']
26818,['Artifact']
26822,['Artifact' 'Creature']
26823,['Enchantment']
26831,['Artifact']
26835,['Creature']
26843,['Enchantment']
26846,['Creature']
26848,['Sorcery']
26850,['Artifact']
26851,['Scheme']
26852,['Sorcery']
26854,['Sorcery']
26855,['Creature']
26857,['Creature']
26861,['Creature']
26862,['Artifact']
26863,['Instant']
26864,['Creature']
26867,['Creature']
26869,['Token' 'Creature']
26870,['Enchantment']
26876,['Conspiracy']
26877,['Creature']
26881,['Artifact']
26882,['Creature']
26888,['Plane']
26890,['Creature']
26895,['Creature']
26896,['Creature']
26898,['Artifact']
26901,['Creature']
26904,['Sorcery']
26906,['Enchantment']
26909,['Creature']
26910,['Creature']
26913,['Creature']
26919,['Creature']
26923,['Artifact' 'Creature']
26924,['Creature']
26925,['Creature']
26927,['Artifact' 'Creature']
26931,['Sorcery']
26933,['Creature']
26934,['Vanguard']
26936,['Vanguard']
26938,['Creature']
26942,['Creature']
26944,['Sorcery']
26946,['Instant']
26949,['Creature']
26951,['Enchantment']
26953,['Creature']
26958,['Token' 'Artifact']
26959,['Creature']
26962,['Enchantment']
26966,['Instant']
26970,['Creature']
26971,['Creature']
26974,['Artifact']
26975,['Artifact' 'Creature']
26976,['Creature']
26978,['Creature']
26981,['Creature']
26984,['Creature']
26985,['Creature']
26988,['Enchantment']
26992,['Artifact']
26993,['Sorcery']
26995,['Creature']
26997,['Instant']
27001,['Creature']
27002,['Token' 'Elite' 'Creature']
27003,['Artifact']
27004,['Sorcery']
27006,['Creature']
27007,['Artifact']
27008,['Vanguard']
27013,['Enchantment']
27018,['Sorcery']
27025,['Card']
27026,['Creature']
27027,['Artifact']
27028,['Sorcery']
27029,['Enchantment']
27030,['Instant']
27035,['Creature']
27037,['Creature']
27038,['Card']
27039,['Instant']
27040,['Instant']
27042,['Instant']
27043,['Creature']
27044,['Creature']
27047,['Enchantment']
27049,['Creature']
27060,['Creature']
27065,['Sorcery']
27067,['Creature']
27070,['Enchantment' 'Creature']
27072,['Creature']
27073,['Creature']
27074,['Creature']
27075,['Artifact']
27078,['Creature']
27082,['Creature']
27083,['Instant']
27084,['Instant']
27088,['Creature']
27090,['Enchantment']
27091,['Creature']
27094,['Artifact']
27097,['Creature']
27105,['Vanguard']
27111,['Sorcery']
27114,['Creature']
27118,['Enchantment']
27124,['Creature']
27126,['Creature']
27127,['Artifact']
27128,['Card']
27129,['Instant']
27131,['Plane']
27132,['Creature']
27133,['Artifact']
27135,['Sorcery']
27141,['Creature']
27142,['Creature']
27144,['Enchantment']
27145,['Instant']
27147,['Enchantment']
27151,['Creature']
27152,['Artifact']
27154,['Instant']
27163,['Creature']
27165,['Enchantment']
27166,['Enchantment']
27168,['Enchantment']
27173,['Sorcery']
27174,['Sorcery']
27177,['Sorcery']
27178,['Instant']
27180,['Creature']
27183,['Creature']
27186,['Creature']
27187,['Creature']
27190,['Instant']
27192,['Phenomenon']
27197,['Sorcery']
27209,['Creature']
27210,['Creature']
27213,['Creature']
27217,['Instant']
27220,['Card']
27221,['Creature']
27224,['Sorcery']
27226,['Creature']
27228,['Enchantment']
27229,['Creature']
27235,['Creature']
27240,['Creature']
27247,['Plane']
27249,['Creature']
27254,['Sorcery']
27255,['Creature']
27256,['Land']
27259,['Creature']
27261,['Artifact']
27263,['Creature']
27265,['Enchantment']
27269,['Creature']
27271,['Creature']
27272,['Artifact' 'Creature']
27273,['Creature']
27276,['Creature']
27278,['Enchantment']
27280,['Creature']
27282,['Creature']
27284,['Enchantment']
27286,['Creature']
27287,['Summon']
27288,['Land']
27289,['Enchantment']
27291,['Card']
27294,['Land']
27295,['Card']
27297,['Card']
27298,['Creature']
27300,['Creature']
27304,['Artifact']
27313,['Creature']
27316,['Instant']
27320,['Sorcery']
27324,['Creature']
27331,['Sorcery']
27332,['Creature']
27334,['Card']
27335,['Sorcery']
27336,['Instant']
27337,['Creature']
27341,['Creature']
27344,['Creature']
27345,['Creature']
27346,['Sorcery']
27347,['Creature']
27349,['Creature']
27351,['Artifact']
27353,['Creature']
27355,['Card']
27358,['Creature']
27360,['Creature']
27367,['Card']
27369,['Artifact']
27371,['Creature']
27377,['Creature']
27379,['Instant']
27381,['Creature']
27383,['Token' 'Creature']
27384,['Sorcery']
27385,['Artifact']
27389,['Enchantment']
27390,['Card']
27394,['Enchantment']
27396,['Creature']
27397,['Creature']
27398,['Land']
27400,['Card']
27402,['Token' 'Creature']
27403,['Creature']
27411,['Instant']
27417,['Instant']
27419,['Creature']
27420,['Sorcery']
27424,['Enchantment']
27425,['Creature']
27427,['Creature']
27434,['Creature']
27439,['Card']
27441,['Creature']
27448,['Creature']
27449,['Enchantment']
27463,['Artifact']
27467,['Creature']
27472,['Creature']
27474,['Sorcery']
27475,['Creature']
27476,['Card']
27478,['Instant']
27479,['Creature']
27484,['Enchantment']
27485,['Enchantment']
27486,['Creature']
27493,['Creature']
27494,['Creature']
27498,['Creature']
27500,['Artifact']
27501,['Instant']
27503,['Creature']
27506,['Creature']
27509,['Artifact']
27512,['Creature']
27518,['Card']
27519,['Sorcery']
27520,['Instant']
27521,['Creature']
27523,['Creature']
27525,['Creature']
27526,['Card']
27527,['Planeswalker']
27529,['Instant']
27531,['Card']
27534,['Sorcery']
27535,['Creature']
27540,['Creature']
27543,['Land']
27546,['Sorcery']
27547,['Planeswalker']
27548,['Creature']
27554,['Creature']
27556,['Creature']
27557,['Creature']
27558,['Creature']
27559,['Enchantment']
27560,['Instant']
27562,['Creature']
27564,['Token' 'Creature']
27566,['Enchantment']
27569,['Artifact']
27573,['Enchantment']
27574,['Creature']
27576,['Creature']
27577,['Enchantment' 'Creature']
27578,['Creature']
27582,['Creature']
27584,['Creature']
27585,['Creature']
27588,['Sorcery']
27589,['Enchantment']
27594,['Creature']
27599,['Sorcery']
27601,['Enchantment']
27602,['Creature']
27606,['Creature']
27612,['Instant']
27614,['Creature']
27620,['Artifact']
27621,['Creature']
27625,['Creature']
27638,['Instant']
27640,['Instant']
27641,['Instant']
27642,['Creature']
27643,['Creature']
27648,['Creature']
27649,['Creature']
27651,['Creature']
27656,['Sorcery']
27657,['Creature']
27663,['Artifact' 'Creature']
27664,['Enchantment']
27667,['Sorcery']
27670,['Card']
27678,['Card']
27680,['Instant']
27681,['Instant']
27683,['Card']
27687,['Card']
27690,['Creature']
27693,['Creature']
27697,['Instant']
27698,['Enchantment']
27706,['Creature']
27711,['Sorcery']
27713,['Artifact']
27716,['Creature']
27717,['Artifact' 'Creature']
27718,['Creature']
27719,['Artifact']
27720,['Land']
27723,['Creature']
27724,['Land']
27734,['Creature']
27735,['Creature']
27736,['Card']
27738,['Creature']
27740,['Creature']
27741,['Creature']
27747,['Enchantment']
27748,['Creature']
27754,['Creature']
27755,['Creature']
27758,['Creature']
27759,['Card']
27760,['Enchantment']
27761,['Creature']
27762,['Artifact' 'Creature']
27769,['Artifact']
27772,['Card']
27773,['Creature']
27776,['Sorcery']
27778,['Creature']
27784,['Card']
27785,['Creature']
27786,['Creature']
27788,['Enchantment']
27793,['Creature']
27797,['Creature']
27803,['Creature']
27805,['Creature']
27817,['Sorcery']
27819,['Sorcery']
27821,['Creature']
27822,['Enchantment']
27824,['Creature']
27826,['Enchantment']
27831,['Artifact']
27832,['Creature']
27839,['Enchantment']
27840,['Artifact' 'Creature']
27841,['Creature']
27843,['Creature']
27845,['Creature']
27848,['Artifact' 'Creature']
27850,['Token' 'Creature']
27854,['Sorcery']
27858,['Enchantment']
27859,['Creature']
27863,['Creature']
27878,['Creature']
27883,['Creature']
27884,['Creature']
27887,['Creature']
27893,['Land']
27900,['Creature']
27907,['Creature']
27912,['Creature']
27913,['Creature']
27914,['Creature']
27919,['Instant']
27921,['Artifact']
27923,['Creature']
27926,['Creature']
27929,['Artifact' 'Creature']
27930,['Creature']
27940,['Land']
27943,['Creature']
27947,['Artifact']
27952,['Creature']
27954,['Artifact' 'Creature']
27955,['Enchantment']
27956,['Creature']
27957,['Creature']
27961,['Creature']
27962,['Enchantment']
27965,['Creature']
27966,['Creature']
27968,['Creature']
27972,['Card']
27973,['Instant']
27977,['Enchantment']
27981,['Creature']
27982,['Creature']
27984,['Creature']
27986,['Enchantment']
27987,['Sorcery']
27988,['Creature']
27989,['Instant']
27990,['Instant']
27991,['Creature']
27992,['Creature']
27995,['Creature']
27996,['Creature']
27997,['Artifact' 'Creature']
27998,['Enchantment']
28000,['Creature']
28005,['Creature']
28009,['Artifact']
28010,['Creature']
28012,['Artifact' 'Land']
28015,['Creature']
28017,['Creature']
28021,['Creature']
28024,['Sorcery']
28028,['Creature']
28029,['Creature']
28032,['Creature']
28034,['Creature']
28035,['Instant']
28037,['Creature']
28044,['Creature']
28052,['Creature']
28054,['Creature']
28056,['Creature']
28058,['Creature']
28063,['Creature']
28065,['Creature']
28067,['Creature']
28069,['Instant']
28072,['Creature']
28073,['Creature']
28077,['Instant']
28081,['Tribal' 'Enchantment']
28083,['Sorcery']
28084,['Instant']
28087,['Enchantment']
28089,['Creature']
28096,['Creature']
28097,['Creature']
28103,['Creature']
28106,['Creature']
28111,['Enchantment']
28112,['Token' 'Creature']
28115,['Enchantment']
28120,['Land']
28121,['Creature']
28125,['Enchantment' 'Creature']
28127,['Creature']
28128,['Emblem']
28130,['Creature']
28132,['Creature']
28134,['Creature']
28139,['Phenomenon']
28141,['Creature']
28145,['Creature']
28146,['Instant']
28148,['Enchantment']
28149,['Creature']
28150,['Creature']
28151,['Creature']
28158,['Creature']
28159,['Creature']
28160,['Sorcery']
28161,['Creature']
28164,['Creature']
28165,['Creature']
28169,['Artifact' 'Creature']
28170,['Creature']
28172,['Card']
28180,['Instant']
28185,['Creature']
28186,['Creature']
28190,['Enchantment']
28200,['Creature']
28201,['Token' 'Creature']
28202,['Sorcery']
28209,['Creature']
28210,['Enchantment']
28217,['Creature']
28223,['Enchantment']
28225,['Creature']
28226,['Instant']
28237,['Enchantment']
28242,['Token' 'Creature']
28243,['Enchantment']
28247,['Creature']
28252,['Artifact']
28256,['Creature']
28257,['Creature']
28258,['Instant']
28259,['Creature']
28263,['Creature']
28264,['Artifact']
28266,['Enchantment']
28267,['Creature']
28272,['Planeswalker']
28276,['Sorcery']
28278,['Creature']
28280,['Creature']
28281,['Creature']
28285,['Instant']
28288,['Artifact']
28290,['Creature']
28293,['Creature']
28294,['Enchantment']
28297,['Instant']
28300,['Card']
28302,['Creature']
28303,['Creature']
28305,['Artifact']
28307,['Creature']
28311,['Creature']
28316,['Creature']
28317,['Creature']
28318,['Creature']
28320,['Instant']
28323,['Creature']
28324,['Artifact' 'Creature']
28332,['Creature']
28333,['Instant']
28338,['Creature']
28341,['Artifact']
28342,['Artifact']
28343,['Sorcery']
28347,['Creature']
28353,['Creature']
28355,['Creature']
28356,['Artifact']
28358,['Creature']
28362,['Creature']
28363,['Creature']
28365,['Artifact' 'Creature']
28368,['Artifact']
28372,['Creature']
28378,['Card']
28380,['Card']
28388,['Creature']
28389,['Creature']
28390,['Creature']
28391,['Instant']
28398,['Creature']
28399,['Creature']
28400,['Creature']
28404,['Creature']
28413,['Creature']
28414,['Creature']
28415,['Creature']
28423,['Instant']
28425,['Enchantment']
28434,['Creature']
28435,['Enchantment']
28436,['Enchantment']
28438,['Sorcery']
28440,['Enchantment' 'Creature']
28443,['Instant']
28446,['Creature']
28449,['Creature']
28450,['Creature']
28453,['Creature']
28459,['Artifact']
28460,['Instant']
28462,['Creature']
28463,['Artifact']
28466,['Creature']
28471,['Enchantment']
28472,['Creature']
28475,['Creature']
28482,['Creature']
28485,['Enchantment']
28490,['Creature']
28492,['Enchantment']
28494,['Creature']
28496,['Instant']
28498,['Creature']
28499,['Sorcery']
28500,['Sorcery']
28504,['Artifact' 'Creature']
28507,['Instant']
28512,['Sorcery']
28515,['Creature']
28519,['Enchantment']
28527,['Creature']
28531,['Enchantment']
28532,['Token' 'Creature']
28533,['Instant']
28536,['Planeswalker']
28539,['Artifact' 'Creature']
28540,['Creature']
28543,['Creature']
28548,['Creature']
28549,['Creature']
28551,['Card']
28553,['Instant']
28554,['Creature']
28556,['Creature']
28559,['Creature']
28560,['Instant']
28566,['Creature']
28569,['Creature']
28570,['Creature']
28577,['Artifact']
28584,['Instant']
28586,['Creature']
28587,['Land']
28591,['Creature']
28594,['Creature']
28603,['Artifact']
28606,['Creature']
28607,['Enchantment']
28608,['Instant']
28612,['Creature']
28613,['Sorcery']
28617,['Creature']
28618,['Enchantment']
28620,['Artifact' 'Creature']
28621,['Creature']
28623,['Creature']
28624,['Artifact']
28625,['Creature']
28626,['Artifact']
28631,['Instant']
28632,['Creature']
28638,['Creature']
28639,['Instant']
28640,['Creature']
28641,['Enchantment']
28642,['Enchantment']
28647,['Creature']
28649,['Creature']
28654,['Creature']
28655,['Creature']
28656,['Creature']
28657,['Creature']
28661,['Creature']
28662,['Sorcery']
28669,['Enchantment']
28671,['Plane']
28672,['Enchantment']
28676,['Creature']
28679,['Enchantment']
28683,['Sorcery']
28684,['Creature']
28685,['Creature']
28687,['Creature']
28688,['Creature']
28690,['Enchantment']
28691,['Land']
28695,['Creature']
28699,['Sorcery']
28700,['Creature']
28702,['Enchantment']
28705,['Creature']
28709,['Instant']
28710,['Enchantment']
28711,['Creature']
28713,['Sorcery']
28714,['Plane']
28720,['Sorcery']
28722,['Creature']
28723,['Instant']
28725,['Artifact']
28726,['Creature']
28727,['Instant']
28730,['Enchantment']
28733,['Enchantment']
28734,['Enchantment']
28745,['Sorcery']
28747,['Creature']
28748,['Enchantment']
28750,['Instant']
28751,['Creature']
28752,['Instant']
28755,['Sorcery']
28761,['Artifact' 'Creature']
28763,['Artifact']
28764,['Card']
28765,['Card']
28767,['Creature']
28774,['Creature']
28775,['Creature']
28778,['Creature']
28782,['Sorcery']
28784,['Land']
28786,['Creature']
28787,['Sorcery']
28793,['Creature']
28795,['Instant']
28797,['Creature']
28799,['Hero']
28806,['Creature']
28807,['Sorcery']
28808,['Artifact']
28809,['Creature']
28810,['Creature']
28812,['Creature']
28813,['Artifact']
28815,['Creature']
28816,['Creature']
28821,['Card']
28826,['Instant']
28828,['Enchantment']
28830,['Creature']
28837,['Instant']
28841,['Enchantment' 'Creature']
28842,['Creature']
28843,['Artifact']
28846,['Creature']
28847,['Instant']
28848,['Creature']
28850,['Creature']
28851,['Land']
28852,['Sorcery']
28853,['Creature']
28857,['Instant']
28858,['Instant']
28862,['Creature']
28865,['Token' 'Creature']
28869,['Artifact']
28871,['Instant']
28874,['Creature']
28878,['Sorcery']
28882,['Sorcery']
28884,['Instant']
28889,['Creature']
28890,['Instant']
28893,['Creature']
28894,['Creature']
28902,['Creature']
28907,['Creature']
28908,['Land']
28912,['Stickers']
28913,['Creature']
28916,['Creature']
28929,['Instant']
28931,['Creature']
28932,['Enchantment']
28933,['Creature']
28935,['Land']
28939,['Creature']
28940,['Creature']
28942,['Enchantment']
28944,['Instant']
28945,['Emblem']
28947,['Instant']
28948,['Creature']
28951,['Artifact' 'Creature']
28952,['Sorcery']
28953,['Creature']
28954,['Instant']
28960,['Creature']
28961,['Creature']
28968,['Enchantment']
28970,['Instant']
28971,['Creature']
28977,['Creature']
28979,['Instant']
28980,['Creature']
28983,['Creature']
28984,['Artifact']
28985,['Enchantment']
29000,['Sorcery']
29006,['Creature']
29007,['Creature']
29008,['Creature']
29011,['Sorcery']
29015,['Creature']
29020,['Planeswalker']
29027,['Enchantment' 'Creature']
29031,['Tribal' 'Instant']
29034,['Enchantment']
29036,['Card']
29040,['Card']
29043,['Enchantment']
29046,['Creature']
29049,['Creature']
29050,['Creature']
29053,['Creature']
29054,['Artifact' 'Creature']
29055,['Creature']
29056,['Creature']
29063,['Creature']
29064,['Creature']
29065,['Creature']
29067,['Creature']
29068,['Emblem']
29072,['Enchantment']
29079,['Enchantment']
29080,['Instant']
29083,['Creature']
29086,['Creature']
29088,['Creature']
29089,['Creature']
29090,['Enchantment']
29091,['Creature']
29092,['Instant']
29094,['Creature']
29096,['Creature']
29098,['Creature']
29102,['Creature']
29103,['Sorcery']
29105,['Creature']
29109,['Sorcery']
29113,['Instant']
29114,['Creature']
29116,['Sorcery']
29119,['Creature']
29125,['Creature']
29129,['Creature']
29135,['Artifact' 'Creature']
29136,['Creature']
29138,['Enchantment']
29141,['Sorcery']
29145,['Enchantment']
29146,['Vanguard']
29148,['Creature']
29156,['Creature']
29164,['Creature']
29176,['Enchantment']
29177,['Creature']
29179,['Land']
29180,['Creature']
29182,['Enchantment' 'Creature']
29183,['Creature']
29188,['Sorcery']
29189,['Creature']
29190,['Creature']
29197,['Creature']
29198,['Sorcery']
29199,['Sorcery']
29200,['Creature']
29204,['Creature']
29210,['Creature']
29211,['Creature']
29212,['Token' 'Creature']
29213,['Instant']
29214,['Card']
29222,['Instant']
29223,['Artifact']
29225,['Creature']
29233,['Creature']
29234,['Artifact' 'Creature']
29235,['Creature']
29238,['Conspiracy']
29239,['Creature']
29242,['Creature']
29244,['Creature']
29249,['Enchantment']
29252,['Enchantment']
29253,['Creature']
29255,['Creature']
29258,['Creature']
29261,['Creature']
29262,['Creature']
29265,['Creature']
29266,['Enchantment']
29267,['Creature']
29270,['Sorcery']
29271,['Creature']
29272,['Enchantment']
29273,['Instant']
29276,['Instant']
29277,['Enchantment']
29278,['Enchantment']
29281,['Creature']
29284,['Token' 'Creature']
29291,['Creature']
29295,['Sorcery']
29296,['Enchantment']
29301,['Enchantment']
29302,['Creature']
29303,['Enchantment']
29305,['Sorcery']
29307,['Artifact']
29308,['Creature']
29309,['Creature']
29314,['Stickers']
29316,['Creature']
29317,['Creature']
29322,['Land']
29324,['Creature']
29330,['Enchantment']
29338,['Sorcery']
29341,['Card']
29347,['Creature']
29352,['Creature']
29355,['Creature']
29358,['Instant']
29361,['Artifact']
29362,['Creature']
29367,['Creature']
29370,['Creature']
29371,['Creature']
29373,['Card']
29377,['Creature']
29381,['Sorcery']
29382,['Sorcery']
29385,['Artifact' 'Creature']
29388,['Land']
29392,['Creature']
29394,['Creature']
29398,['Sorcery']
29399,['Instant']
29402,['Card']
29403,['Creature']
29404,['Sorcery']
29411,['Creature']
29412,['Creature']
29417,['Creature']
29428,['Creature']
29433,['Instant']
29435,['Enchantment']
29437,['Creature']
29441,['Sorcery']
29447,['Artifact']
29452,['Creature']
29458,['Creature']
29464,['Creature']
29468,['Enchantment']
29471,['Creature']
29472,['Instant']
29473,['Creature']
29475,['Creature']
29478,['Sorcery']
29482,['Enchantment']
29483,['Sorcery']
29487,['Creature']
29488,['Artifact']
29489,['Creature']
29490,['Enchantment']
29491,['Artifact']
29492,['Creature']
29495,['Instant']
29497,['Creature']
29500,['Creature']
29501,['Token' 'Creature']
29502,['Creature']
29503,['Card']
29504,['Instant']
29507,['Creature']
29508,['Creature']
29509,['Sorcery']
29511,['Creature']
29515,['Artifact' 'Creature']
29516,['Creature']
29518,['Creature']
29519,['Enchantment' 'Creature']
29522,['Creature']
29523,['Creature']
29524,['Enchantment']
29529,['Creature']
29533,['Instant']
29534,['Enchantment']
29540,['Instant']
29541,['Creature']
29542,['Creature']
29546,['Creature']
29551,['Enchantment']
29552,['Sorcery']
29553,['Enchantment']
29557,['Artifact' 'Creature']
29558,['Scheme']
29559,['Instant']
29562,['Creature']
29567,['Card']
29568,['Enchantment' 'Land']
29569,['Enchantment']
29573,['Artifact' 'Creature']
29574,['Card']
29578,['Creature']
29580,['Creature']
29581,['Creature']
29583,['Enchantment']
29586,['Enchantment']
29587,['Sorcery']
29590,['Artifact']
29591,['Card']
29592,['Creature']
29594,['Enchantment']
29596,['Instant']
29597,['Creature']
29598,['Enchantment']
29603,['Sorcery']
29605,['Vanguard']
29606,['Creature']
29608,['Creature']
29610,['Enchantment']
29611,['Artifact']
29613,['Planeswalker']
29614,['Creature']
29618,['Creature']
29619,['Artifact']
29622,['Land']
29624,['Artifact' 'Creature']
29633,['Creature']
29634,['Creature']
29637,['Creature']
29641,['Creature']
29642,['Creature']
29643,['Enchantment']
29644,['Enchantment']
29649,['Creature']
29650,['Creature']
29662,['Creature']
29666,['Sorcery']
29667,['Artifact']
29669,['Instant']
29676,['Artifact' 'Creature']
29679,['Creature']
29683,['Enchantment']
29687,['Creature']
29691,['Artifact']
29697,['Sorcery']
29699,['Creature']
29705,['Creature']
29706,['Sorcery']
29708,['Instant']
29709,['Creature']
29714,['Creature']
29715,['Creature']
29716,['Creature']
29718,['Creature']
29720,['Sorcery']
29722,['Creature']
29723,['Emblem']
29726,['Creature']
29733,['Creature']
29735,['Enchantment' 'Creature']
29739,['Creature']
29745,['Card']
29748,['Creature']
29753,['Land']
29757,['Creature']
29761,['Creature']
29764,['Creature']
29767,['Sorcery']
29772,['Creature']
29775,['Artifact']
29777,['Creature']
29779,['Creature']
29780,['Creature']
29783,['Instant']
29786,['Creature']
29788,['Creature']
29793,['Creature']
29795,['Tribal' 'Enchantment']
29798,['Creature']
29803,['Artifact' 'Creature']
29805,['Creature']
29806,['Creature']
29816,['Creature']
29822,['Creature']
29824,['Creature']
29825,['Artifact']
29826,['Sorcery']
29829,['Artifact']
29830,['Card']
29833,['Sorcery']
29838,['Creature']
29841,['Sorcery']
29842,['Planeswalker']
29849,['Creature']
29851,['Sorcery']
29856,['Creature']
29859,['Creature']
29860,['Creature']
29862,['Creature']
29864,['Instant']
29866,['Sorcery']
29867,['Creature']
29870,['Sorcery']
29871,['Creature']
29872,['Planeswalker']
29875,['Artifact' 'Creature']
29878,['Sorcery']
29880,['Artifact' 'Creature']
29881,['Enchantment']
29886,['Creature']
29887,['Sorcery']
29890,['Creature']
29893,['Artifact']
29896,['Instant']
29898,['Creature']
29899,['Instant']
29900,['Instant']
29901,['Creature']
29905,['Enchantment']
29909,['Creature']
29913,['Creature']
29914,['Instant']
29925,['Creature']
29928,['Land']
29929,['Land']
29935,['Creature']
29937,['Creature']
29943,['Sorcery']
29945,['Card']
29946,['Instant']
29949,['Artifact']
29950,['Creature']
29955,['Artifact']
29962,['Creature']
29967,['Creature']
29969,['Creature']
29973,['Sorcery']
29974,['Sorcery']
29977,['Enchantment']
29981,['Creature']
29988,['Creature']
29989,['Creature']
29990,['Creature']
29993,['Sorcery']
29994,['Creature']
29996,['Enchantment']
29999,['Creature']
30004,['Creature']
30008,['Instant']
30011,['Instant']
30016,['Enchantment']
30021,['Creature']
30022,['Enchantment']
30025,['Planeswalker']
30028,['Creature']
30040,['Enchantment']
30042,['Sorcery']
30043,['Creature']
30044,['Instant']
30045,['Instant']
30046,['Creature']
30052,['Creature']
30054,['Creature']
30056,['Creature']
30057,['Creature']
30063,['Artifact']
30064,['Creature']
30070,['Sorcery']
30071,['Creature']
30073,['Creature']
30075,['Enchantment']
30078,['Creature']
30084,['Artifact']
30092,['Enchantment' 'Creature']
30093,['Creature']
30098,['Creature']
30099,['Artifact' 'Creature']
30101,['Creature']
30103,['Creature']
30105,['Instant']
30106,['Artifact' 'Creature']
30115,['Creature']
30118,['Artifact']
30121,['Creature']
30122,['Creature']
30123,['Instant']
30124,['Creature']
30125,['Sorcery']
30130,['Land']
30131,['Enchantment']
30133,['Creature']
30150,['Card']
30153,['Creature']
